time,temperature,average_temperature,minimum,maximum
n/a,n/a,79.84087301587302,62.5,91.0
0.0,62.5,,,
0.5006155967712402,62.5,,,
1.001607894897461,63.0,,,
1.5022313594818115,63.0,,,
2.0028843879699707,63.0,,,
2.5034918785095215,63.0,,,
3.004077911376953,63.5,,,
3.504578113555908,63.5,,,
4.00538969039917,64.0,,,
4.506628751754761,64.0,,,
5.007094383239746,63.5,,,
5.507626295089722,63.5,,,
6.0082478523254395,65.0,,,
6.509089708328247,65.0,,,
7.009526014328003,64.5,,,
7.5116286277771,64.5,,,
8.012097597122192,65.0,,,
8.51309061050415,65.0,,,
9.013239860534668,65.0,,,
9.514205932617188,65.0,,,
10.014355182647705,65.5,,,
10.515000104904175,65.5,,,
11.015560626983643,66.0,,,
11.516180753707886,66.0,,,
12.016761302947998,66.0,,,
12.517145872116089,66.0,,,
13.017677545547485,66.0,,,
13.51835322380066,66.0,,,
14.019058465957642,66.0,,,
14.519685506820679,66.0,,,
15.020366668701172,66.0,,,
15.521406650543213,66.0,,,
16.022092580795288,67.0,,,
16.522823095321655,67.0,,,
17.024869918823242,67.5,,,
17.525512218475342,67.5,,,
18.02609372138977,68.0,,,
18.526761770248413,68.0,,,
19.0274178981781,68.5,,,
19.53223156929016,68.5,,,
20.03295874595642,68.5,,,
20.533400297164917,68.5,,,
21.0339195728302,68.5,,,
21.534470558166504,68.5,,,
22.03494167327881,68.0,,,
22.536539793014526,68.0,,,
23.037586450576782,68.5,,,
23.538183450698853,68.5,,,
24.038843631744385,68.0,,,
24.539482355117798,68.0,,,
25.04054546356201,68.5,,,
25.541054487228394,68.5,,,
26.04184103012085,69.0,,,
26.54318380355835,69.0,,,
27.044727087020874,69.5,,,
27.545254707336426,69.5,,,
28.045866012573242,70.0,,,
28.546794891357422,70.0,,,
29.047828197479248,70.0,,,
29.548335790634155,70.0,,,
30.048829078674316,69.5,,,
30.549330949783325,69.5,,,
31.050276279449463,69.5,,,
31.55030870437622,69.5,,,
32.050976276397705,70.5,,,
32.551690101623535,70.5,,,
33.052204847335815,70.5,,,
33.552732944488525,70.5,,,
34.05331516265869,70.5,,,
34.55383610725403,70.5,,,
35.05447292327881,70.5,,,
35.555126905441284,70.5,,,
36.057167768478394,71.0,,,
36.55758547782898,71.0,,,
37.05804514884949,71.0,,,
37.55860233306885,71.0,,,
38.059199810028076,71.0,,,
38.560110092163086,71.0,,,
39.060561180114746,71.5,,,
39.56121778488159,71.5,,,
40.06200933456421,71.5,,,
40.56249809265137,71.5,,,
41.06352424621582,72.0,,,
41.5637104511261,72.0,,,
42.06595492362976,71.0,,,
42.56641697883606,71.0,,,
43.06694936752319,72.0,,,
43.56786918640137,72.0,,,
44.068403244018555,71.5,,,
44.56891918182373,71.5,,,
45.06951189041138,72.0,,,
45.57007169723511,72.0,,,
46.070592641830444,72.0,,,
46.57113194465637,72.0,,,
47.07163119316101,72.0,,,
47.57296872138977,72.0,,,
48.073458671569824,73.0,,,
48.57503604888916,73.0,,,
49.07556390762329,72.5,,,
49.576316595077515,72.5,,,
50.07716703414917,73.0,,,
50.57791495323181,73.0,,,
51.07839298248291,74.0,,,
51.579177141189575,74.0,,,
52.07998013496399,73.5,,,
52.580546379089355,73.5,,,
53.08119058609009,72.5,,,
53.58186364173889,72.5,,,
54.082526206970215,73.5,,,
54.58326435089111,73.5,,,
55.08394646644592,73.5,,,
55.5845673084259,73.5,,,
56.08552360534668,73.5,,,
56.586427211761475,73.5,,,
57.08693218231201,74.5,,,
57.587945222854614,74.5,,,
58.088441610336304,74.0,,,
58.58904695510864,74.0,,,
59.089521646499634,74.0,,,
59.589996337890625,74.0,,,
60.090559005737305,74.0,,,
60.5910804271698,74.0,,,
61.09182572364807,74.0,,,
61.592689037323,74.0,,,
62.09326910972595,74.0,,,
62.594239473342896,74.0,,,
63.09490180015564,74.5,,,
63.59547519683838,74.5,,,
64.09641218185425,74.0,,,
64.59711241722107,74.0,,,
65.09763932228088,74.0,,,
65.59823608398438,74.0,,,
66.09885263442993,75.0,,,
66.59946632385254,75.0,,,
67.09994149208069,75.0,,,
67.60055375099182,75.0,,,
68.10125660896301,74.5,,,
68.60184001922607,74.5,,,
69.10252952575684,75.0,,,
