time,percentage,average_percentage,minimum,maximum
n/a,n/a,50.34444444444444,8.0,92.0
0.0,92.0,,,
0.5006458759307861,92.0,,,
1.0015530586242676,92.0,,,
1.5022778511047363,92.0,,,
2.002838373184204,92.0,,,
2.5035178661346436,92.0,,,
3.0040476322174072,92.0,,,
3.5045576095581055,92.0,,,
4.005419015884399,92.0,,,
4.506667375564575,92.0,,,
5.007116317749023,92.0,,,
5.507664918899536,92.0,,,
6.008310317993164,92.0,,,
6.509113788604736,92.0,,,
7.009598970413208,92.0,,,
7.511688709259033,92.0,,,
8.012163877487183,92.0,,,
8.513164043426514,92.0,,,
9.013288021087646,92.0,,,
9.514302015304565,92.0,,,
10.014326333999634,92.0,,,
10.515066862106323,92.0,,,
11.015589475631714,92.0,,,
11.516180515289307,92.0,,,
12.016722679138184,92.0,,,
12.517200469970703,92.0,,,
13.017711162567139,92.0,,,
13.518443584442139,92.0,,,
14.01900839805603,92.0,,,
14.519609928131104,92.0,,,
15.020434141159058,92.0,,,
15.52137303352356,92.0,,,
16.02198839187622,92.0,,,
16.52270770072937,92.0,,,
17.02487301826477,92.0,,,
17.52540874481201,92.0,,,
18.026103973388672,92.0,,,
18.526838302612305,92.0,,,
19.027331352233887,92.0,,,
19.5322687625885,92.0,,,
20.03296136856079,92.0,,,
20.533434867858887,92.0,,,
21.033949613571167,92.0,,,
21.534422874450684,92.0,,,
22.034993886947632,92.0,,,
22.53655195236206,92.0,,,
23.037622690200806,92.0,,,
23.538230419158936,92.0,,,
24.038758039474487,92.0,,,
24.53953528404236,92.0,,,
25.040603637695312,92.0,,,
25.541110038757324,92.0,,,
26.04170036315918,92.0,,,
26.54323720932007,92.0,,,
27.044825077056885,91.0,,,
27.545325994491577,91.0,,,
28.045855283737183,91.0,,,
28.546813249588013,91.0,,,
29.047712087631226,91.0,,,
29.548338651657104,91.0,,,
30.048844814300537,91.0,,,
30.549383640289307,91.0,,,
31.050375938415527,90.0,,,
31.550321578979492,90.0,,,
32.050920248031616,90.0,,,
32.551735401153564,90.0,,,
33.05221104621887,90.0,,,
33.552754163742065,90.0,,,
34.0533287525177,90.0,,,
34.55383110046387,90.0,,,
35.054495096206665,90.0,,,
35.55514097213745,90.0,,,
36.057132959365845,90.0,,,
36.55765151977539,90.0,,,
37.05808639526367,89.0,,,
37.55860352516174,89.0,,,
38.05923342704773,89.0,,,
38.56019854545593,89.0,,,
39.06052112579346,89.0,,,
39.56131076812744,89.0,,,
40.061842918395996,89.0,,,
40.56247091293335,89.0,,,
41.06361126899719,89.0,,,
41.56372022628784,89.0,,,
42.065985441207886,88.0,,,
42.56644821166992,88.0,,,
43.06697177886963,88.0,,,
43.56774640083313,88.0,,,
44.06844139099121,88.0,,,
44.56898880004883,88.0,,,
45.06950926780701,88.0,,,
45.57007694244385,88.0,,,
46.07065749168396,88.0,,,
46.57117295265198,88.0,,,
47.07169270515442,88.0,,,
47.572973012924194,88.0,,,
48.0735068321228,88.0,,,
48.57488441467285,88.0,,,
49.075613021850586,87.0,,,
49.57637667655945,87.0,,,
50.07704949378967,87.0,,,
50.577767848968506,87.0,,,
51.078407287597656,87.0,,,
51.57912015914917,87.0,,,
52.07999563217163,87.0,,,
52.580562591552734,87.0,,,
53.0811493396759,87.0,,,
53.581846714019775,87.0,,,
54.08246731758118,87.0,,,
54.58315896987915,87.0,,,
55.083906173706055,87.0,,,
55.58458685874939,87.0,,,
56.085331439971924,86.0,,,
56.58628249168396,86.0,,,
57.086973667144775,86.0,,,
57.58782601356506,86.0,,,
58.088382959365845,86.0,,,
58.589017152786255,86.0,,,
59.08955264091492,86.0,,,
59.590031147003174,86.0,,,
60.09057593345642,86.0,,,
60.59115171432495,86.0,,,
61.09175658226013,86.0,,,
61.59254503250122,86.0,,,
62.09325432777405,86.0,,,
62.59428071975708,86.0,,,
63.094849586486816,85.0,,,
63.59551024436951,85.0,,,
64.09642338752747,85.0,,,
64.59708619117737,85.0,,,
65.09766912460327,85.0,,,
65.59822297096252,85.0,,,
66.09882521629333,85.0,,,
66.59946346282959,85.0,,,
67.09999060630798,85.0,,,
67.60050702095032,85.0,,,
68.10127925872803,85.0,,,
68.60182499885559,85.0,,,
69.10254693031311,85.0,,,
69.60308265686035,85.0,,,
70.10366678237915,84.0,,,
70.60433745384216,84.0,,,
71.10499310493469,84.0,,,
71.6062524318695,84.0,,,
72.10684037208557,84.0,,,
72.60838389396667,84.0,,,
73.10903358459473,84.0,,,
73.61047029495239,84.0,,,
74.11109375953674,84.0,,,
74.61182475090027,84.0,,,
75.11249566078186,84.0,,,
75.6130678653717,84.0,,,
76.11355710029602,84.0,,,
76.61411333084106,84.0,,,
77.11475610733032,84.0,,,
77.615651845932,84.0,,,
78.11641454696655,83.0,,,
78.61698937416077,83.0,,,
79.11763310432434,83.0,,,
79.61855053901672,83.0,,,
80.11914324760437,83.0,,,
80.62020468711853,83.0,,,
81.12068748474121,83.0,,,
81.62121200561523,83.0,,,
82.1216824054718,83.0,,,
82.62213659286499,83.0,,,
83.12255024909973,83.0,,,
83.62384700775146,83.0,,,
84.12451767921448,83.0,,,
84.6250741481781,83.0,,,
85.12568306922913,82.0,,,
85.62790703773499,82.0,,,
86.12981605529785,82.0,,,
86.63038778305054,82.0,,,
87.1312906742096,82.0,,,
