time,temperature,average_temperature,minimum,maximum
n/a,n/a,74.70477815699658,48.5,83.0
0.0,48.5,,,
0.5013298988342285,49.0,,,
1.0019567012786865,49.0,,,
1.5024683475494385,49.0,,,
2.0031721591949463,49.0,,,
2.5037684440612793,49.5,,,
3.0045244693756104,49.5,,,
3.505131244659424,49.5,,,
4.005709886550903,49.5,,,
4.506706714630127,49.5,,,
5.00727915763855,49.5,,,
5.507842779159546,50.0,,,
6.008284568786621,50.0,,,
6.508969306945801,50.5,,,
7.010345220565796,50.5,,,
7.511018991470337,50.5,,,
8.011602640151978,50.5,,,
8.512216329574585,51.0,,,
9.012616157531738,51.0,,,
9.514460325241089,51.0,,,
10.015436887741089,51.0,,,
10.51623249053955,51.0,,,
11.016961336135864,51.0,,,
11.518007040023804,52.0,,,
12.018503904342651,52.0,,,
12.519317388534546,52.0,,,
13.020177841186523,52.0,,,
13.520796537399292,53.0,,,
14.021518468856812,53.0,,,
14.522346496582031,53.5,,,
15.022830247879028,53.5,,,
15.5235595703125,54.0,,,
16.024353504180908,54.0,,,
16.525566577911377,54.5,,,
17.026151418685913,54.5,,,
17.526686191558838,54.5,,,
18.027655839920044,54.5,,,
18.528207302093506,55.0,,,
19.02975296974182,55.0,,,
19.53045916557312,55.5,,,
20.03108525276184,55.5,,,
20.53166127204895,56.5,,,
21.032276391983032,56.5,,,
21.532752513885498,56.5,,,
22.03541374206543,56.5,,,
22.535951614379883,56.5,,,
23.03635025024414,56.5,,,
23.53683638572693,57.5,,,
24.037437200546265,57.5,,,
24.53822946548462,58.5,,,
25.038749933242798,58.5,,,
25.539247035980225,59.0,,,
26.040059089660645,59.0,,,
26.540613889694214,59.0,,,
27.041159629821777,59.0,,,
27.541560649871826,59.5,,,
28.042250633239746,59.5,,,
28.542826175689697,60.0,,,
29.04353165626526,60.0,,,
29.544284343719482,61.0,,,
30.045008659362793,61.0,,,
30.545586109161377,60.5,,,
31.0461905002594,60.5,,,
31.546703815460205,61.0,,,
32.04734253883362,61.0,,,
32.54815053939819,62.0,,,
33.048434257507324,62.0,,,
33.549020290374756,61.5,,,
34.0497887134552,61.5,,,
34.55040717124939,62.5,,,
35.05111241340637,62.5,,,
35.553332567214966,62.5,,,
36.05471158027649,62.5,,,
36.55543756484985,63.0,,,
37.056087493896484,63.0,,,
37.55661869049072,63.0,,,
38.057169675827026,63.0,,,
38.55828237533569,63.0,,,
39.05890154838562,63.0,,,
39.55948185920715,64.0,,,
40.060062408447266,64.0,,,
40.56059789657593,64.5,,,
41.06114935874939,64.5,,,
41.561805725097656,64.5,,,
42.06319785118103,64.5,,,
42.56396961212158,65.0,,,
43.064708948135376,65.0,,,
43.56529378890991,65.0,,,
44.06607437133789,65.0,,,
44.56684231758118,66.0,,,
45.06752610206604,66.0,,,
45.568307399749756,65.5,,,
46.069021463394165,65.5,,,
46.56970834732056,66.0,,,
47.07047963142395,66.0,,,
47.5711305141449,66.0,,,
48.07169032096863,66.0,,,
48.57219409942627,66.0,,,
49.07293963432312,66.0,,,
49.57353401184082,66.5,,,
50.07428479194641,66.5,,,
50.5750036239624,66.5,,,
51.0755832195282,66.5,,,
51.576306104660034,66.5,,,
52.07719969749451,66.5,,,
52.577736377716064,68.0,,,
53.07854104042053,68.0,,,
53.57934880256653,68.0,,,
54.079952001571655,68.0,,,
54.580639600753784,67.5,,,
55.08126616477966,67.5,,,
55.58221983909607,68.0,,,
56.08267521858215,68.0,,,
56.583436250686646,69.0,,,
57.083990812301636,69.0,,,
57.58478283882141,68.5,,,
58.085511684417725,68.5,,,
58.58615756034851,69.0,,,
59.0866858959198,69.0,,,
59.58722758293152,69.0,,,
60.088624238967896,69.0,,,
60.59070611000061,69.5,,,
61.09263730049133,69.5,,,
61.5935640335083,70.0,,,
62.094271421432495,70.0,,,
62.5949342250824,69.5,,,
63.095715045928955,69.5,,,
63.59634709358215,69.5,,,
64.09705257415771,69.5,,,
64.59764051437378,69.5,,,
65.09866523742676,69.5,,,
65.59924626350403,70.5,,,
66.0999858379364,70.5,,,
66.600515127182,70.5,,,
67.10144567489624,70.5,,,
67.60353541374207,71.0,,,
68.10404753684998,71.0,,,
68.60491061210632,70.0,,,
69.10532784461975,70.0,,,
69.60625123977661,71.5,,,
70.10695123672485,71.5,,,
70.60740399360657,71.5,,,
71.10806608200073,71.5,,,
71.60855674743652,71.0,,,
72.10914707183838,71.0,,,
72.60980486869812,71.5,,,
73.11031365394592,71.5,,,
73.61084508895874,71.5,,,
74.11160945892334,71.5,,,
74.6125259399414,71.5,,,
75.11311554908752,71.5,,,
75.6137900352478,72.0,,,
76.11483430862427,72.0,,,
76.61546277999878,72.0,,,
77.11625933647156,72.0,,,
77.61682081222534,71.5,,,
78.11763262748718,71.5,,,
78.61831068992615,72.0,,,
79.1190288066864,72.0,,,
79.61950302124023,72.5,,,
80.1203682422638,72.5,,,
80.6210584640503,72.5,,,
81.1216471195221,72.5,,,
81.6222231388092,72.0,,,
82.12414026260376,72.0,,,
82.62509512901306,73.0,,,
83.12590146064758,73.0,,,
83.62664270401001,72.5,,,
84.12718796730042,72.5,,,
84.62833833694458,72.5,,,
85.12894868850708,72.5,,,
85.62990164756775,73.0,,,
86.13016057014465,73.0,,,
86.63081574440002,73.0,,,
87.13165402412415,73.0,,,
87.63228058815002,73.5,,,
88.13278532028198,73.5,,,
88.63336277008057,73.5,,,
89.13392066955566,73.5,,,
89.63468742370605,72.5,,,
90.13539743423462,72.5,,,
90.63589262962341,72.5,,,
91.138356924057,73.5,,,
91.63905000686646,73.5,,,
92.13963270187378,73.5,,,
92.64033365249634,73.5,,,
93.14081621170044,73.5,,,
93.64138340950012,73.5,,,
94.14210772514343,74.0,,,
94.64288353919983,74.0,,,
95.14367294311523,74.0,,,
95.6444685459137,74.0,,,
96.14499545097351,74.0,,,
96.64555263519287,74.0,,,
97.14597940444946,74.5,,,
97.64789581298828,74.5,,,
98.14853096008301,74.5,,,
98.64939451217651,74.5,,,
99.14993667602539,74.5,,,
99.6505241394043,74.5,,,
100.15132975578308,74.5,,,
100.65190815925598,74.5,,,
101.15238618850708,74.5,,,
101.65305995941162,74.5,,,
102.15359997749329,75.5,,,
102.65413093566895,75.5,,,
103.15514183044434,75.0,,,
103.65628242492676,75.0,,,
104.1568455696106,75.5,,,
104.6575095653534,75.5,,,
105.15810012817383,76.0,,,
105.65887951850891,76.0,,,
106.15928745269775,76.5,,,
106.65982031822205,76.5,,,
107.16027426719666,75.5,,,
107.66078066825867,75.5,,,
108.16121912002563,75.5,,,
108.66181683540344,75.5,,,
109.16238212585449,75.5,,,
109.66300940513611,75.5,,,
110.16370248794556,76.0,,,
110.66457390785217,76.0,,,
111.16587996482849,76.0,,,
111.66648721694946,76.0,,,
112.16748070716858,76.0,,,
112.66798543930054,76.0,,,
113.16861653327942,75.5,,,
113.66917586326599,75.5,,,
114.16973829269409,76.0,,,
114.67030906677246,76.0,,,
115.17077326774597,75.5,,,
115.671639919281,75.5,,,
116.17227268218994,76.0,,,
116.67273378372192,76.0,,,
117.17479300498962,76.0,,,
117.67725610733032,76.0,,,
118.17815375328064,76.5,,,
118.67857027053833,76.5,,,
