time,temperature,average_temperature,minimum,maximum
n/a,n/a,72.8748280605227,50.5,78.0
0.0,50.5,,,
0.500835657119751,50.5,,,
1.001249074935913,50.5,,,
1.5021381378173828,50.5,,,
2.0026304721832275,51.0,,,
2.503265857696533,51.0,,,
3.0047454833984375,51.5,,,
3.50522780418396,51.5,,,
4.006238222122192,51.5,,,
4.506637096405029,51.5,,,
5.007028579711914,52.5,,,
5.507481098175049,52.5,,,
6.008350849151611,52.5,,,
6.5087010860443115,52.5,,,
7.009187936782837,52.5,,,
7.509516000747681,52.5,,,
8.009838819503784,53.5,,,
8.51032567024231,53.5,,,
9.010665893554688,53.0,,,
9.513010025024414,53.0,,,
10.0134916305542,54.0,,,
10.513962984085083,54.0,,,
11.014512300491333,54.5,,,
11.515129327774048,54.5,,,
12.01555347442627,55.5,,,
12.516005992889404,55.5,,,
13.016466617584229,56.0,,,
13.516948223114014,56.0,,,
14.017370462417603,56.0,,,
14.517796516418457,56.0,,,
15.018218040466309,56.5,,,
15.518682718276978,56.5,,,
16.01930284500122,56.5,,,
16.51965045928955,56.5,,,
17.02014422416687,57.5,,,
17.520524740219116,57.5,,,
18.021006107330322,58.0,,,
18.52144694328308,58.0,,,
19.021790504455566,58.5,,,
19.522258281707764,58.5,,,
20.022732496261597,58.0,,,
20.523213863372803,58.0,,,
21.023634672164917,58.5,,,
21.52419424057007,58.5,,,
22.02476692199707,59.5,,,
22.525290966033936,59.5,,,
23.025707721710205,59.5,,,
23.526368618011475,59.5,,,
24.02688694000244,60.0,,,
24.527310371398926,60.0,,,
25.027635097503662,60.0,,,
25.528091192245483,60.0,,,
26.028546810150146,60.5,,,
26.529065132141113,60.5,,,
27.029500246047974,61.5,,,
27.53003191947937,61.5,,,
28.030476093292236,61.5,,,
28.530927658081055,61.5,,,
29.03199315071106,61.5,,,
29.532439708709717,61.5,,,
30.032828092575073,62.0,,,
30.535284280776978,62.0,,,
31.03715991973877,62.0,,,
31.537615537643433,62.0,,,
32.03799486160278,63.0,,,
32.53854584693909,63.0,,,
33.03890824317932,63.0,,,
33.53916025161743,63.0,,,
34.03950500488281,63.5,,,
34.540024757385254,63.5,,,
35.04044818878174,63.0,,,
35.54098415374756,63.0,,,
36.041359424591064,63.0,,,
36.54199481010437,63.5,,,
37.042500019073486,63.5,,,
37.542972564697266,63.5,,,
38.04363751411438,64.0,,,
38.54385542869568,64.0,,,
39.0442373752594,64.0,,,
39.54471945762634,64.0,,,
40.045191526412964,64.0,,,
40.5456120967865,64.0,,,
41.0462806224823,64.0,,,
41.54646372795105,64.0,,,
42.04726028442383,64.0,,,
42.547624349594116,65.0,,,
43.04805636405945,65.0,,,
43.54849195480347,65.0,,,
44.049033880233765,65.0,,,
44.54945111274719,65.5,,,
45.04996943473816,65.5,,,
45.5509397983551,65.5,,,
46.050803661346436,65.5,,,
46.55136775970459,65.5,,,
47.05150008201599,65.5,,,
47.551947832107544,66.0,,,
48.05257558822632,66.0,,,
48.55291295051575,66.0,,,
49.05332159996033,66.0,,,
49.55378246307373,66.5,,,
50.05428671836853,66.5,,,
50.555240631103516,67.0,,,
51.05561351776123,67.0,,,
51.55607223510742,67.0,,,
52.05646300315857,67.0,,,
52.55722618103027,67.5,,,
53.057551860809326,67.5,,,
53.558265686035156,67.0,,,
54.058520793914795,67.0,,,
54.558960914611816,67.5,,,
55.059449434280396,67.5,,,
55.56012678146362,67.5,,,
56.06060290336609,67.5,,,
56.56147050857544,68.0,,,
57.0618896484375,68.0,,,
57.562360763549805,68.0,,,
58.06316518783569,68.0,,,
58.563653230667114,68.0,,,
59.064560651779175,68.0,,,
59.56501317024231,68.0,,,
60.065393924713135,68.0,,,
60.56578540802002,68.5,,,
61.066608905792236,68.5,,,
61.5671546459198,69.0,,,
62.06757688522339,69.0,,,
62.568021059036255,68.5,,,
63.068552017211914,68.5,,,
63.56907033920288,69.0,,,
64.06953954696655,69.0,,,
64.570139169693,69.0,,,
65.07126116752625,69.0,,,
65.57170391082764,69.0,,,
66.07212948799133,69.0,,,
66.57251214981079,68.5,,,
67.07297158241272,68.5,,,
67.57360005378723,70.0,,,
68.07413959503174,70.0,,,
68.5745313167572,69.5,,,
69.07507658004761,69.5,,,
69.57557368278503,69.5,,,
70.07606840133667,69.5,,,
70.5764479637146,70.0,,,
71.07688188552856,70.0,,,
71.57744812965393,70.0,,,
72.0780382156372,70.0,,,
72.57847547531128,69.5,,,
73.07892513275146,69.5,,,
73.57946038246155,70.0,,,
74.07997727394104,70.0,,,
74.58040833473206,70.0,,,
75.0808413028717,70.0,,,
75.58131527900696,69.5,,,
76.0816535949707,69.5,,,
76.58207082748413,71.0,,,
77.08255243301392,71.0,,,
77.58355259895325,70.5,,,
78.0839774608612,70.5,,,
78.58432626724243,70.5,,,
79.08498477935791,70.5,,,
79.58537483215332,71.0,,,
80.0857629776001,71.0,,,
80.58624696731567,71.0,,,
81.08673906326294,71.0,,,
81.58742499351501,71.0,,,
82.08826947212219,71.0,,,
82.5886332988739,71.0,,,
83.08917307853699,71.0,,,
83.58957815170288,71.5,,,
84.09015727043152,71.5,,,
84.5907211303711,72.0,,,
85.091135263443,72.0,,,
85.5914511680603,72.0,,,
86.09199500083923,72.0,,,
86.59234285354614,72.0,,,
87.09270238876343,72.0,,,
87.59312009811401,71.5,,,
88.09361338615417,71.5,,,
88.59406805038452,71.5,,,
89.09528541564941,71.5,,,
89.59574818611145,72.0,,,
90.09626579284668,72.0,,,
90.59673190116882,71.5,,,
91.09726619720459,71.5,,,
91.59770178794861,71.5,,,
92.09822463989258,71.5,,,
92.59867358207703,71.5,,,
93.09919023513794,71.5,,,
93.59973430633545,72.0,,,
94.100266456604,72.0,,,
94.60064220428467,72.0,,,
95.1013605594635,72.0,,,
95.60182738304138,71.5,,,
96.10223031044006,71.5,,,
96.60277819633484,71.0,,,
97.10324478149414,71.0,,,
97.60390329360962,72.0,,,
98.10489749908447,72.0,,,
98.60528874397278,72.5,,,
99.10573315620422,72.5,,,
99.60615468025208,72.0,,,
100.10669183731079,72.0,,,
100.60718321800232,72.5,,,
101.10772275924683,72.5,,,
101.60824680328369,72.0,,,
102.10869097709656,72.0,,,
102.6091537475586,72.5,,,
103.10959100723267,72.5,,,
103.61054158210754,73.0,,,
104.11098313331604,73.0,,,
104.61148428916931,73.5,,,
105.11195302009583,73.5,,,
105.6124656200409,73.0,,,
106.11294150352478,73.0,,,
106.61374163627625,73.0,,,
107.11458563804626,73.0,,,
107.61502528190613,73.0,,,
108.11579823493958,73.0,,,
108.61625719070435,74.0,,,
109.11673879623413,74.0,,,
109.6171350479126,73.0,,,
110.11757755279541,73.0,,,
110.61800813674927,73.0,,,
111.11905241012573,73.0,,,
111.61982774734497,73.5,,,
112.12067532539368,73.5,,,
112.62115573883057,73.0,,,
113.1217532157898,73.0,,,
113.62336325645447,73.5,,,
114.12382745742798,73.5,,,
114.62430143356323,74.0,,,
115.12483382225037,74.0,,,
115.62526202201843,73.5,,,
116.12578058242798,73.5,,,
116.6261682510376,73.5,,,
117.12664270401001,73.5,,,
117.62764406204224,73.5,,,
118.12879753112793,73.5,,,
118.6292507648468,73.0,,,
119.1297767162323,73.0,,,
119.63059258460999,73.0,,,
120.13111615180969,73.0,,,
120.63151741027832,73.5,,,
121.13194704055786,73.5,,,
121.63234305381775,74.5,,,
122.13322496414185,74.5,,,
122.63369274139404,74.0,,,
123.13522529602051,74.0,,,
123.63591146469116,74.0,,,
124.13629341125488,74.0,,,
124.63680696487427,74.0,,,
125.13728284835815,74.0,,,
125.63797855377197,74.0,,,
126.13835215568542,74.0,,,
126.63874745368958,74.0,,,
127.1391704082489,74.0,,,
127.639643907547,74.0,,,
128.14013624191284,74.0,,,
128.64063715934753,74.0,,,
129.14106440544128,74.0,,,
129.64143753051758,74.0,,,
130.14196729660034,74.0,,,
130.64237475395203,74.0,,,
131.14282083511353,74.5,,,
131.64352297782898,74.5,,,
132.14394974708557,74.5,,,
132.64441847801208,74.5,,,
133.1448519229889,74.5,,,
133.64522886276245,74.5,,,
134.14566779136658,74.5,,,
134.6461124420166,74.5,,,
135.14646434783936,74.5,,,
135.64690494537354,74.5,,,
136.14737749099731,74.5,,,
136.6479115486145,74.5,,,
137.14960622787476,74.0,,,
137.64996147155762,74.0,,,
