time,percentage,average_percentage,minimum,maximum
n/a,n/a,50.4271978021978,10.0,100.0
0.0,100.0,,,
0.5007390975952148,100.0,,,
1.0015065670013428,100.0,,,
1.5019216537475586,100.0,,,
2.002865791320801,100.0,,,
2.503290891647339,100.0,,,
3.003946542739868,100.0,,,
3.505427598953247,100.0,,,
4.0058324337005615,100.0,,,
4.506866931915283,100.0,,,
5.0073561668396,100.0,,,
5.50774359703064,100.0,,,
6.008131504058838,100.0,,,
6.509008169174194,100.0,,,
7.0094077587127686,100.0,,,
7.509829759597778,100.0,,,
8.010219097137451,100.0,,,
8.510551452636719,100.0,,,
9.010956048965454,100.0,,,
9.511348247528076,99.0,,,
10.013702392578125,99.0,,,
10.514191627502441,99.0,,,
11.014605283737183,99.0,,,
11.51518201828003,99.0,,,
12.015800476074219,98.0,,,
12.516226530075073,98.0,,,
13.016682147979736,98.0,,,
13.517138481140137,98.0,,,
14.01755166053772,97.0,,,
14.518057823181152,97.0,,,
15.018456935882568,97.0,,,
15.518904447555542,96.0,,,
16.01935577392578,96.0,,,
16.519983053207397,96.0,,,
17.020355701446533,96.0,,,
17.520824193954468,95.0,,,
18.0212504863739,95.0,,,
18.521729469299316,95.0,,,
19.022114276885986,95.0,,,
19.5224769115448,94.0,,,
20.02293372154236,94.0,,,
20.523417949676514,94.0,,,
21.02390193939209,94.0,,,
21.52432155609131,93.0,,,
22.02479839324951,93.0,,,
22.525348901748657,93.0,,,
23.025928497314453,93.0,,,
23.52633810043335,93.0,,,
24.02699875831604,92.0,,,
24.527509212493896,92.0,,,
25.027973175048828,92.0,,,
25.52836775779724,91.0,,,
26.028735399246216,91.0,,,
26.529200553894043,91.0,,,
27.02967667579651,91.0,,,
27.530131101608276,91.0,,,
28.03063988685608,90.0,,,
28.531169652938843,90.0,,,
29.031546592712402,90.0,,,
29.53267550468445,90.0,,,
30.033132553100586,89.0,,,
30.533539295196533,89.0,,,
31.035983562469482,89.0,,,
31.537872791290283,88.0,,,
32.03825879096985,88.0,,,
32.53868317604065,88.0,,,
33.03925633430481,88.0,,,
33.539589405059814,87.0,,,
34.039891719818115,87.0,,,
34.540217876434326,87.0,,,
35.04066348075867,87.0,,,
35.54113984107971,86.0,,,
36.04168081283569,86.0,,,
36.542072057724,86.0,,,
37.042683839797974,86.0,,,
37.543131828308105,85.0,,,
38.04363775253296,85.0,,,
38.54413628578186,85.0,,,
39.044562339782715,85.0,,,
39.54493570327759,85.0,,,
40.04541730880737,84.0,,,
40.545859575271606,84.0,,,
41.046305656433105,84.0,,,
41.54700803756714,83.0,,,
42.0471305847168,83.0,,,
42.54794883728027,83.0,,,
43.04833769798279,83.0,,,
43.54874920845032,83.0,,,
44.04919362068176,82.0,,,
44.54966163635254,82.0,,,
45.050111293792725,82.0,,,
45.55058145523071,81.0,,,
46.05167102813721,81.0,,,
46.551504611968994,81.0,,,
47.05207347869873,81.0,,,
47.552223205566406,80.0,,,
48.05265474319458,80.0,,,
48.55326843261719,80.0,,,
49.05364227294922,80.0,,,
49.55404567718506,79.0,,,
50.05446195602417,79.0,,,
50.55502104759216,79.0,,,
51.05588626861572,79.0,,,
51.556288719177246,78.0,,,
52.056753396987915,78.0,,,
52.557170152664185,78.0,,,
53.05792260169983,78.0,,,
53.558258056640625,77.0,,,
54.05897378921509,77.0,,,
54.55924391746521,77.0,,,
55.05969429016113,77.0,,,
55.56009483337402,76.0,,,
56.060826539993286,76.0,,,
56.56126403808594,76.0,,,
57.06209659576416,76.0,,,
57.562559366226196,76.0,,,
58.062983989715576,76.0,,,
58.56374716758728,76.0,,,
59.06432104110718,76.0,,,
59.56512475013733,76.0,,,
60.06570482254028,76.0,,,
60.56608748435974,76.0,,,
61.06646776199341,76.0,,,
61.56730389595032,76.0,,,
62.06783318519592,76.0,,,
62.56821393966675,76.0,,,
63.068660736083984,76.0,,,
63.56916618347168,75.0,,,
64.06972146034241,75.0,,,
64.57024931907654,75.0,,,
65.07083415985107,75.0,,,
65.57193183898926,75.0,,,
66.07240462303162,75.0,,,
66.57282423973083,75.0,,,
67.07320857048035,75.0,,,
67.57366895675659,74.0,,,
68.07415556907654,74.0,,,
68.57476115226746,74.0,,,
69.07523727416992,74.0,,,
69.57569360733032,74.0,,,
70.07626342773438,74.0,,,
70.57672572135925,74.0,,,
71.07714629173279,74.0,,,
71.57756400108337,74.0,,,
72.07810568809509,74.0,,,
72.57869577407837,74.0,,,
73.0791506767273,74.0,,,
73.5795533657074,74.0,,,
74.08005976676941,74.0,,,
74.58059811592102,74.0,,,
75.08108472824097,74.0,,,
75.5814893245697,73.0,,,
76.08196115493774,73.0,,,
76.58233451843262,73.0,,,
77.08275365829468,73.0,,,
77.5831151008606,73.0,,,
78.08422374725342,73.0,,,
78.58465218544006,73.0,,,
79.08505034446716,73.0,,,
79.58567810058594,73.0,,,
80.08610224723816,73.0,,,
80.58644437789917,73.0,,,
81.0869472026825,73.0,,,
81.58741283416748,72.0,,,
82.08798503875732,72.0,,,
82.58884119987488,72.0,,,
83.0893247127533,72.0,,,
83.5897753238678,72.0,,,
84.09024477005005,72.0,,,
84.59073138237,72.0,,,
85.09141492843628,72.0,,,
85.59181356430054,71.0,,,
86.09214115142822,71.0,,,
86.59260773658752,71.0,,,
87.09304642677307,71.0,,,
87.59338998794556,71.0,,,
88.09380340576172,71.0,,,
88.59427976608276,71.0,,,
89.09470582008362,71.0,,,
89.59594440460205,71.0,,,
